PID,Archive
P201006,domesticated animal
P201012,domesticated animal
P201018,domesticated animal
P201023,domesticated animal
P201024,domesticated animal
P201025,domesticated animal
P201033,domesticated animal
P201034,domesticated animal
P201035,domesticated animal
P201037,domesticated animal
P201038,domesticated animal
P201041,domesticated animal
P201043,domesticated animal
P201047,domesticated animal
P201052,domesticated animal
P201053,domesticated animal
P201064,domesticated animal
P201065,domesticated animal
P201066,domesticated animal
P201070,domesticated animal
P201071,domesticated animal
P201072,domesticated animal
P201073,domesticated animal
P201075,domesticated animal
P201076,domesticated animal
P201077,domesticated animal
P201079,domesticated animal
P201083,domesticated animal
P201086,domesticated animal
P201087,domesticated animal
P201088,domesticated animal
P201089,domesticated animal
P201090,domesticated animal
P201092,domesticated animal
P201093,domesticated animal
P201094,domesticated animal
P201095,domesticated animal
P201097,domesticated animal
P201100,domesticated animal
P201101,domesticated animal
P201102,domesticated animal
P201103,domesticated animal
P201104,domesticated animal
P201105,domesticated animal
P201106,domesticated animal
P201107,domesticated animal
P201112,domesticated animal
P201114,domesticated animal
P201115,domesticated animal
P201117,domesticated animal
P201118,domesticated animal
P201119,domesticated animal
P201120,domesticated animal
P201121,domesticated animal
P201139,domesticated animal
P201147,domesticated animal
P201151,domesticated animal
P201156,domesticated animal
P201163,domesticated animal
P201165,domesticated animal
P201168,domesticated animal
P201169,domesticated animal
P201173,domesticated animal
P201174,domesticated animal
P201178,domesticated animal
P201181,domesticated animal
P201196,domesticated animal
P201203,domesticated animal
P201205,domesticated animal
P201308,domesticated animal
P201315,domesticated animal
P201317,domesticated animal
P201319,domesticated animal
P201320,domesticated animal
P201326,domesticated animal
P201327,domesticated animal
P201339,domesticated animal
P201341,domesticated animal
P201342,domesticated animal
P201357,domesticated animal
P201363,domesticated animal
P201366,domesticated animal
P201377,domesticated animal
P201386,domesticated animal
P201400,domesticated animal
P201430,domesticated animal
P201431,domesticated animal
P201433,domesticated animal
P201434,domesticated animal
P201438,domesticated animal
P201439,domesticated animal
P201440,domesticated animal
P201442,domesticated animal
P201446,domesticated animal
P201447,domesticated animal
P201452,domesticated animal
P201453,domesticated animal
P201463,domesticated animal
P201469,domesticated animal
P201473,domesticated animal
P201474,domesticated animal
P201479,domesticated animal
P201500,domesticated animal
P201505,domesticated animal
P201506,domesticated animal
P202523,domesticated animal
P202524,domesticated animal
P202525,domesticated animal
P202526,domesticated animal
P202527,domesticated animal
P202530,domesticated animal
P202533,domesticated animal
P202535,domesticated animal
P202536,domesticated animal
P202538,domesticated animal
P203622,domesticated animal
P208722,domesticated animal
P209226,domesticated animal
P209342,domesticated animal
P209761,domesticated animal
P209821,domesticated animal
P210089,domesticated animal
P210090,domesticated animal
P210100,domesticated animal
P210101,domesticated animal
P210102,domesticated animal
P210103,domesticated animal
P210104,domesticated animal
P210113,domesticated animal
P210114,domesticated animal
P235918,domesticated animal
P210119,domesticated animal
P210135,domesticated animal
P210138,domesticated animal
P210142,domesticated animal
P210144,domesticated animal
P210160,domesticated animal
P210169,domesticated animal
P210182,domesticated animal
P210186,domesticated animal
P210199,domesticated animal
P210217,domesticated animal
P210218,domesticated animal
P210226,domesticated animal
P210278,domesticated animal
P210299,domesticated animal
P210302,domesticated animal
P210308,domesticated animal
P210318,domesticated animal
P210319,domesticated animal
P210320,domesticated animal
P210346,domesticated animal
P210354,domesticated animal
P210357,domesticated animal
P210367,domesticated animal
P210368,domesticated animal
P210371,domesticated animal
P210378,domesticated animal
P210383,domesticated animal
P210388,domesticated animal
P210392,domesticated animal
P249013,domesticated animal
P210395,domesticated animal
P210396,domesticated animal
P210397,domesticated animal
P210398,domesticated animal
P210399,domesticated animal
P210400,domesticated animal
P210402,domesticated animal
P210404,domesticated animal
P210405,domesticated animal
P210406,domesticated animal
P210408,domesticated animal
P210411,domesticated animal
P210416,domesticated animal
P210418,domesticated animal
P210421,domesticated animal
P210424,domesticated animal
P210425,domesticated animal
P210431,domesticated animal
P210443,domesticated animal
P210446,domesticated animal
P210447,domesticated animal
P210453,domesticated animal
P210454,domesticated animal
P210455,domesticated animal
P210456,domesticated animal
P210458,domesticated animal
P210462,domesticated animal
P407111,domesticated animal
P210465,domesticated animal
P210470,domesticated animal
P210476,domesticated animal
P210477,domesticated animal
P210479,domesticated animal
P210480,domesticated animal
P210482,domesticated animal
P210483,domesticated animal
P210487,domesticated animal
P210495,domesticated animal
P210508,domesticated animal
P210514,domesticated animal
P210517,domesticated animal
P210516,domesticated animal
P210521,domesticated animal
P210529,domesticated animal
P210541,domesticated animal
P210564,domesticated animal
P210565,domesticated animal
P210566,domesticated animal
P210569,domesticated animal
P210573,domesticated animal
P210618,domesticated animal
P210623,domesticated animal
P210627,domesticated animal
P210629,domesticated animal
P210633,domesticated animal
P210636,domesticated animal
P210638,domesticated animal
P210639,domesticated animal
P210642,domesticated animal
P211031,domesticated animal
P211035,domesticated animal
P211334,domesticated animal
P211337,domesticated animal
P211342,domesticated animal
P211358,domesticated animal
P211363,domesticated animal
P211366,domesticated animal
P211368,domesticated animal
P212108,domesticated animal
P212157,domesticated animal
P212206,domesticated animal
P212341,domesticated animal
P212343,domesticated animal
P212345,domesticated animal
P212347,domesticated animal
P212349,domesticated animal
P212350,domesticated animal
P212351,domesticated animal
P212353,domesticated animal
P218050,domesticated animal
P218070,domesticated animal
P218148,domesticated animal
P218163,domesticated animal
P218166,domesticated animal
P218169,domesticated animal
P218173,domesticated animal
P218175,domesticated animal
P218176,domesticated animal
P218183,domesticated animal
P218188,domesticated animal
P218190,domesticated animal
P218196,domesticated animal
P218200,domesticated animal
P218202,domesticated animal
P218203,domesticated animal
P218206,domesticated animal
P218208,domesticated animal
P218211,domesticated animal
P218216,domesticated animal
P218218,domesticated animal
P330673,domesticated animal
P218219,domesticated animal
P218221,domesticated animal
P218222,domesticated animal
P218225,domesticated animal
P218226,domesticated animal
P330672,domesticated animal
P218227,domesticated animal
P218229,domesticated animal
P218230,domesticated animal
P218234,domesticated animal
P218237,domesticated animal
P218245,domesticated animal
P218252,domesticated animal
P218255,domesticated animal
P218264,domesticated animal
P218271,domesticated animal
P301283,domesticated animal
P227622,domesticated animal
P234869,domesticated animal
P234877,domesticated animal
P234882,domesticated animal
P234884,domesticated animal
P234885,domesticated animal
P234888,domesticated animal
P234894,domesticated animal
P234899,domesticated animal
P234908,domesticated animal
P234919,domesticated animal
P234921,domesticated animal
P234922,domesticated animal
P234927,domesticated animal
P234929,domesticated animal
P234930,domesticated animal
P234931,domesticated animal
P234933,domesticated animal
P234937,domesticated animal
P234939,domesticated animal
P234942,domesticated animal
P234949,domesticated animal
P234965,domesticated animal
P234967,domesticated animal
P234969,domesticated animal
P234973,domesticated animal
P234975,domesticated animal
P234987,domesticated animal
P234988,domesticated animal
P234989,domesticated animal
P234992,domesticated animal
P234996,domesticated animal
P235002,domesticated animal
P235010,domesticated animal
P235017,domesticated animal
P235020,domesticated animal
P235030,domesticated animal
P235039,domesticated animal
P235051,domesticated animal
P235059,domesticated animal
P235061,domesticated animal
P235253,domesticated animal
P235281,domesticated animal
P235317,domesticated animal
P235336,domesticated animal
P235343,domesticated animal
P235348,domesticated animal
P235349,domesticated animal
P235378,domesticated animal
P235379,domesticated animal
P235383,domesticated animal
P235384,domesticated animal
P235387,domesticated animal
P235388,domesticated animal
P235416,domesticated animal
P235432,domesticated animal
P235445,domesticated animal
P235460,domesticated animal
P235461,domesticated animal
P235466,domesticated animal
P235473,domesticated animal
P235485,domesticated animal
P235492,domesticated animal
P235510,domesticated animal
P235520,domesticated animal
P235549,domesticated animal
P235552,domesticated animal
P235557,domesticated animal
P235577,domesticated animal
P235591,domesticated animal
P235598,domesticated animal
P235603,domesticated animal
P235620,domesticated animal
P235623,domesticated animal
P235635,domesticated animal
P235696,domesticated animal
P235702,domesticated animal
P235716,domesticated animal
P248675,domesticated animal
P248739,domesticated animal
P248740,domesticated animal
P248741,domesticated animal
P248742,domesticated animal
P248743,domesticated animal
P248804,domesticated animal
P249254,domesticated animal
P254201,domesticated animal
P257556,domesticated animal
P272561,domesticated animal
P273267,domesticated animal
P273410,domesticated animal
P273411,domesticated animal
P273487,domesticated animal
P330661,domesticated animal
P273505,domesticated animal
P273506,domesticated animal
P273510,domesticated animal
P273524,domesticated animal
P274024,domesticated animal
P274585,domesticated animal
P289524,domesticated animal
P289528,domesticated animal
P289535,domesticated animal
P290157,domesticated animal
P290411,domesticated animal
P290500,domesticated animal
P290676,domesticated animal
P290706,domesticated animal
P290735,domesticated animal
P290742,domesticated animal
P290759,domesticated animal
P290801,domesticated animal
P290816,domesticated animal
P290996,domesticated animal
P291100,domesticated animal
P291109,domesticated animal
P291153,domesticated animal
P291158,domesticated animal
P291181,domesticated animal
P291188,domesticated animal
P291535,domesticated animal
P291539,domesticated animal
P291563,domesticated animal
P291578,domesticated animal
P291588,domesticated animal
P291606,domesticated animal
P291800,domesticated animal
P291829,domesticated animal
P291928,domesticated animal
P292064,domesticated animal
P292160,domesticated animal
P292354,domesticated animal
P292477,domesticated animal
P292620,domesticated animal
P293351,domesticated animal
P294851,domesticated animal
P294907,domesticated animal
P299533,domesticated animal
P301092,domesticated animal
P301714,domesticated animal
P303345,domesticated animal
P303354,domesticated animal
P303355,domesticated animal
P303357,domesticated animal
P303359,domesticated animal
P303361,domesticated animal
P303365,domesticated animal
P303373,domesticated animal
P303375,domesticated animal
P303378,domesticated animal
P303381,domesticated animal
P303389,domesticated animal
P303390,domesticated animal
P303391,domesticated animal
P303402,domesticated animal
P303407,domesticated animal
P303409,domesticated animal
P303413,domesticated animal
P303414,domesticated animal
P303422,domesticated animal
P303437,domesticated animal
P303440,domesticated animal
P303447,domesticated animal
P303452,domesticated animal
P303453,domesticated animal
P303459,domesticated animal
P303466,domesticated animal
P303487,domesticated animal
P303492,domesticated animal
P303505,domesticated animal
P303508,domesticated animal
P303511,domesticated animal
P303512,domesticated animal
P303516,domesticated animal
P303517,domesticated animal
P303534,domesticated animal
P303550,domesticated animal
P303552,domesticated animal
P303556,domesticated animal
P303564,domesticated animal
P303565,domesticated animal
P303568,domesticated animal
P303581,domesticated animal
P303585,domesticated animal
P303587,domesticated animal
P303588,domesticated animal
P303592,domesticated animal
P303594,domesticated animal
P303598,domesticated animal
P303602,domesticated animal
P303606,domesticated animal
P303607,domesticated animal
P303618,domesticated animal
P303619,domesticated animal
P303623,domesticated animal
P303627,domesticated animal
P303628,domesticated animal
P303637,domesticated animal
P303640,domesticated animal
P303650,domesticated animal
P303651,domesticated animal
P303655,domesticated animal
P303659,domesticated animal
P303664,domesticated animal
P303667,domesticated animal
P303668,domesticated animal
P303669,domesticated animal
P303672,domesticated animal
P303676,domesticated animal
P303683,domesticated animal
P303686,domesticated animal
P303690,domesticated animal
P303691,domesticated animal
P303693,domesticated animal
P303702,domesticated animal
P303705,domesticated animal
P303706,domesticated animal
P303707,domesticated animal
P303708,domesticated animal
P303709,domesticated animal
P303710,domesticated animal
P303722,domesticated animal
P303730,domesticated animal
P303731,domesticated animal
P303733,domesticated animal
P303734,domesticated animal
P303736,domesticated animal
P303746,domesticated animal
P303747,domesticated animal
P303750,domesticated animal
P303751,domesticated animal
P303754,domesticated animal
P303755,domesticated animal
P303757,domesticated animal
P303760,domesticated animal
P303793,domesticated animal
P303794,domesticated animal
P303795,domesticated animal
P303800,domesticated animal
P303812,domesticated animal
P303833,domesticated animal
P303836,domesticated animal
P312560,domesticated animal
P315416,domesticated animal
P320497,domesticated animal
P320498,domesticated animal
P320502,domesticated animal
P320503,domesticated animal
P320504,domesticated animal
P320505,domesticated animal
P320506,domesticated animal
P320507,domesticated animal
P320510,domesticated animal
P320512,domesticated animal
P320513,domesticated animal
P320518,domesticated animal
P320519,domesticated animal
P320520,domesticated animal
P320521,domesticated animal
P320522,domesticated animal
P320524,domesticated animal
P320525,domesticated animal
P320528,domesticated animal
P320531,domesticated animal
P320532,domesticated animal
P320538,domesticated animal
P320539,domesticated animal
P320540,domesticated animal
P320543,domesticated animal
P320548,domesticated animal
P320550,domesticated animal
P320553,domesticated animal
P320554,domesticated animal
P320555,domesticated animal
P320557,domesticated animal
P320558,domesticated animal
P320560,domesticated animal
P320562,domesticated animal
P320564,domesticated animal
P320567,domesticated animal
P320569,domesticated animal
P320572,domesticated animal
P320574,domesticated animal
P320575,domesticated animal
P320578,domesticated animal
P320580,domesticated animal
P320581,domesticated animal
P320607,domesticated animal
P320622,domesticated animal
P320628,domesticated animal
P320657,domesticated animal
P320660,domesticated animal
P320668,domesticated animal
P320749,domesticated animal
P320812,domesticated animal
P320832,domesticated animal
P320855,domesticated animal
P320863,domesticated animal
P320878,domesticated animal
P320916,domesticated animal
P320938,domesticated animal
P320942,domesticated animal
P320947,domesticated animal
P321018,domesticated animal
P321019,domesticated animal
P321021,domesticated animal
P321022,domesticated animal
P321023,domesticated animal
P321024,domesticated animal
P321029,domesticated animal
P321031,domesticated animal
P321033,domesticated animal
P321035,domesticated animal
P321084,domesticated animal
P321156,domesticated animal
P330153,domesticated animal
P330154,domesticated animal
P330155,domesticated animal
P330156,domesticated animal
P330157,domesticated animal
P330167,domesticated animal
P330169,domesticated animal
P330170,domesticated animal
P330171,domesticated animal
P330237,domesticated animal
P330238,domesticated animal
P330239,domesticated animal
P330240,domesticated animal
P330241,domesticated animal
P330242,domesticated animal
P330697,domesticated animal
P331987,domesticated animal
P331989,domesticated animal
P332030,domesticated animal
P332034,domesticated animal
P332035,domesticated animal
P332036,domesticated animal
P332038,domesticated animal
P332040,domesticated animal
P332045,domesticated animal
P332062,domesticated animal
P332065,domesticated animal
P332072,domesticated animal
P332082,domesticated animal
P332097,domesticated animal
P332099,domesticated animal
P332100,domesticated animal
P332106,domesticated animal
P332109,domesticated animal
P332114,domesticated animal
P332115,domesticated animal
P332117,domesticated animal
P332127,domesticated animal
P332128,domesticated animal
P332129,domesticated animal
P332130,domesticated animal
P332133,domesticated animal
P332135,domesticated animal
P332138,domesticated animal
P332149,domesticated animal
P332151,domesticated animal
P332158,domesticated animal
P332161,domesticated animal
P332163,domesticated animal
P332177,domesticated animal
P332185,domesticated animal
P332324,domesticated animal
P332325,domesticated animal
P332331,domesticated animal
P332340,domesticated animal
P332417,domesticated animal
P332418,domesticated animal
P332516,domesticated animal
P332545,domesticated animal
P332547,domesticated animal
P332552,domesticated animal
P332556,domesticated animal
P332557,domesticated animal
P332558,domesticated animal
P332559,domesticated animal
P332560,domesticated animal
P332562,domesticated animal
P332576,domesticated animal
P332577,domesticated animal
P332596,domesticated animal
P332645,domesticated animal
P332650,domesticated animal
P332957,domesticated animal
P469537,domesticated animal
P341922,domesticated animal
P341974,domesticated animal
P342011,domesticated animal
P342048,domesticated animal
P342109,domesticated animal
P342129,domesticated animal
P345967,domesticated animal
P361758,domesticated animal
P368369,domesticated animal
P368370,domesticated animal
P368374,domesticated animal
P368379,domesticated animal
P368380,domesticated animal
P368383,domesticated animal
P373972,domesticated animal
P373976,domesticated animal
P375855,domesticated animal
P375857,domesticated animal
P375858,domesticated animal
P378545,domesticated animal
P379267,domesticated animal
P481072,domesticated animal
P380481,domesticated animal
P380526,domesticated animal
P381727,domesticated animal
P381744,domesticated animal
P384806,domesticated animal
P481068,domesticated animal
P481071,domesticated animal
P387648,domesticated animal
P387673,domesticated animal
P390716,domesticated animal
P390717,domesticated animal
P390718,domesticated animal
P407935,domesticated animal
P390723,domesticated animal
P390726,domesticated animal
P390728,domesticated animal
P390735,domesticated animal
P390736,domesticated animal
P390737,domesticated animal
P390739,domesticated animal
P390740,domesticated animal
P390742,domesticated animal
P390749,domesticated animal
P390752,domesticated animal
P390763,domesticated animal
P390766,domesticated animal
P390768,domesticated animal
P390770,domesticated animal
P390772,domesticated animal
P390776,domesticated animal
P390781,domesticated animal
P390785,domesticated animal
P390790,domesticated animal
P390792,domesticated animal
P390793,domesticated animal
P390794,domesticated animal
P390797,domesticated animal
P390808,domesticated animal
P390811,domesticated animal
P390816,domesticated animal
P390819,domesticated animal
P390823,domesticated animal
P390824,domesticated animal
P390854,domesticated animal
P390855,domesticated animal
P390858,domesticated animal
P390863,domesticated animal
P390869,domesticated animal
P390872,domesticated animal
P390876,domesticated animal
P390894,domesticated animal
P390902,domesticated animal
P390906,domesticated animal
P390912,domesticated animal
P390913,domesticated animal
P390922,domesticated animal
P390927,domesticated animal
P390937,domesticated animal
P390938,domesticated animal
P390940,domesticated animal
P390941,domesticated animal
P390945,domesticated animal
P390954,domesticated animal
P390955,domesticated animal
P390957,domesticated animal
P390961,domesticated animal
P390964,domesticated animal
P390971,domesticated animal
P390973,domesticated animal
P390974,domesticated animal
P390976,domesticated animal
P390977,domesticated animal
P390978,domesticated animal
P390980,domesticated animal
P390983,domesticated animal
P390986,domesticated animal
P390993,domesticated animal
P390999,domesticated animal
P391001,domesticated animal
P391005,domesticated animal
P391013,domesticated animal
P391022,domesticated animal
P391023,domesticated animal
P391025,domesticated animal
P391032,domesticated animal
P391034,domesticated animal
P391036,domesticated animal
P391039,domesticated animal
P391046,domesticated animal
P392630,domesticated animal
P392635,domesticated animal
P392636,domesticated animal
P392642,domesticated animal
P393049,domesticated animal
P393058,domesticated animal
P393061,domesticated animal
P393062,domesticated animal
P405455,domesticated animal
P405504,domesticated animal
P407055,domesticated animal
P407072,domesticated animal
P412172,domesticated animal
P412173,domesticated animal
P412631,domesticated animal
P414454,domesticated animal
P416125,domesticated animal
P416193,domesticated animal
P416194,domesticated animal
P416195,domesticated animal
P416199,domesticated animal
P416200,domesticated animal
P416203,domesticated animal
P416205,domesticated animal
P416213,domesticated animal
P416214,domesticated animal
P416408,domesticated animal
P416410,domesticated animal
P416412,domesticated animal
P416415,domesticated animal
P416417,domesticated animal
P416418,domesticated animal
P416419,domesticated animal
P416420,domesticated animal
P416421,domesticated animal
P416425,domesticated animal
P416428,domesticated animal
P416430,domesticated animal
P416431,domesticated animal
P416432,domesticated animal
P416433,domesticated animal
P416434,domesticated animal
P416435,domesticated animal
P416436,domesticated animal
P416437,domesticated animal
P416439,domesticated animal
P416440,domesticated animal
P416441,domesticated animal
P416445,domesticated animal
P416447,domesticated animal
P416448,domesticated animal
P416449,domesticated animal
P416452,domesticated animal
P416453,domesticated animal
P416455,domesticated animal
P416458,domesticated animal
P416463,domesticated animal
P416464,domesticated animal
P416468,domesticated animal
P416470,domesticated animal
P416479,domesticated animal
P145452,domesticated animal
P145453,domesticated animal
P423350,domesticated animal
P424375,domesticated animal
P424387,domesticated animal
P424439,domesticated animal
P427679,domesticated animal
P429765,domesticated animal
P429787,domesticated animal
P429938,domesticated animal
P429942,domesticated animal
P430187,domesticated animal
P430307,domesticated animal
P430365,domesticated animal
P430647,domesticated animal
P430348,domesticated animal
P430651,domesticated animal
P430363,domesticated animal
P430559,domesticated animal
P430561,domesticated animal
P430581,domesticated animal
P430590,domesticated animal
P430610,domesticated animal
P431421,domesticated animal
P432672,domesticated animal
P433568,domesticated animal
P433573,domesticated animal
P450184,domesticated animal
P452222,domesticated animal
P452224,domesticated animal
P453093,domesticated animal
P453954,domesticated animal
P454258,domesticated animal
P457881,domesticated animal
P464285,domesticated animal
P407075,domesticated animal
P465780,domesticated animal
P467616,domesticated animal
P467617,domesticated animal
P467618,domesticated animal
P461498,domesticated animal
P469660,domesticated animal
P470063,domesticated animal
P115823,domesticated animal
P429788,domesticated animal
P469955,domesticated animal
P469954,domesticated animal
P404809,domesticated animal
P404810,domesticated animal
P433572,domesticated animal
P433574,domesticated animal
P433576,domesticated animal
P421776,domesticated animal
P433577,domesticated animal
P433578,domesticated animal
P433580,domesticated animal
P433583,domesticated animal
P433585,domesticated animal
P433587,domesticated animal
P421775,domesticated animal
P433589,domesticated animal
P433590,domesticated animal
P480066,domesticated animal
P480067,domesticated animal
P330668,domesticated animal
P480068,domesticated animal
P145569,domesticated animal
P145571,domesticated animal
P145572,domesticated animal
P145573,domesticated animal
P332346,domesticated animal
P332347,domesticated animal
P332350,domesticated animal
P332354,domesticated animal
P332358,domesticated animal
P332359,domesticated animal
P332360,domesticated animal
P332361,domesticated animal
P332364,domesticated animal
P332366,domesticated animal
P332368,domesticated animal
P332369,domesticated animal
P332374,domesticated animal
P332375,domesticated animal
P332376,domesticated animal
P332377,domesticated animal
P332378,domesticated animal
P332385,domesticated animal
P332379,domesticated animal
P332380,domesticated animal
P332381,domesticated animal
P332383,domesticated animal
P332384,domesticated animal
P332387,domesticated animal
P332388,domesticated animal
P332394,domesticated animal
P332405,domesticated animal
P332400,domesticated animal
P332401,domesticated animal
P332402,domesticated animal
P330462,domesticated animal
P330480,domesticated animal
P330642,domesticated animal
P330635,domesticated animal
P469856,domesticated animal
P467843,domesticated animal
P467847,domesticated animal
P452238,domesticated animal
P452239,domesticated animal
P432663,domesticated animal
P469854,domesticated animal
P218011,domesticated animal
P218026,domesticated animal
P218027,domesticated animal
P218028,domesticated animal
P414544,domesticated animal
P414543,domesticated animal
P414541,domesticated animal
P416540,domesticated animal
P423757,domesticated animal
P464910,domesticated animal
P330646,domesticated animal
P330638,domesticated animal
P235951,domesticated animal
P235914,domesticated animal
P235944,domesticated animal
P235943,domesticated animal
P235903,domesticated animal
P235920,domesticated animal
P235916,domesticated animal
P406777,domesticated animal
P406781,domesticated animal
P406782,domesticated animal
P406785,domesticated animal
P406788,domesticated animal
P406792,domesticated animal
P406794,domesticated animal
P406796,domesticated animal
P406797,domesticated animal
P406800,domesticated animal
P406802,domesticated animal
P406803,domesticated animal
P406804,domesticated animal
P406805,domesticated animal
P406806,domesticated animal
P406807,domesticated animal
P406809,domesticated animal
P406811,domesticated animal
P406815,domesticated animal
P406817,domesticated animal
P406824,domesticated animal
P406826,domesticated animal
P406831,domesticated animal
P406853,domesticated animal
P406856,domesticated animal
P406859,domesticated animal
P406861,domesticated animal
P406863,domesticated animal
P406871,domesticated animal
P406875,domesticated animal
P406887,domesticated animal
P406896,domesticated animal
P406904,domesticated animal
P407054,domesticated animal
P407056,domesticated animal
P407062,domesticated animal
P407063,domesticated animal
P407065,domesticated animal
P407067,domesticated animal
P407069,domesticated animal
P407070,domesticated animal
P407071,domesticated animal
P407064,domesticated animal
P407073,domesticated animal
P407074,domesticated animal
P126728,domesticated animal
P144260,domesticated animal
P407076,domesticated animal
P407078,domesticated animal
P407082,domesticated animal
P407084,domesticated animal
P407087,domesticated animal
P407091,domesticated animal
P407093,domesticated animal
P407094,domesticated animal
P407095,domesticated animal
P407100,domesticated animal
P407101,domesticated animal
P407102,domesticated animal
P407105,domesticated animal
P407106,domesticated animal
P407107,domesticated animal
P407109,domesticated animal
P407113,domesticated animal
P407123,domesticated animal
P407125,domesticated animal
P407127,domesticated animal
P407128,domesticated animal
P407132,domesticated animal
P407138,domesticated animal
P407139,domesticated animal
P407146,domesticated animal
P407177,domesticated animal
P407199,domesticated animal
P407209,domesticated animal
P407217,domesticated animal
P407223,domesticated animal
P407230,domesticated animal
P407235,domesticated animal
P407237,domesticated animal
P407244,domesticated animal
P407245,domesticated animal
P407255,domesticated animal
P407259,domesticated animal
P407262,domesticated animal
P407271,domesticated animal
P407276,domesticated animal
P407282,domesticated animal
P407287,domesticated animal
P407290,domesticated animal
P407291,domesticated animal
P407347,domesticated animal
P407351,domesticated animal
P407495,domesticated animal
P407496,domesticated animal
P407934,domesticated animal
P407936,domesticated animal
P407960,domesticated animal
P408055,domesticated animal
P408139,domesticated animal
P200507,domesticated animal
P212406,domesticated animal
P235785,domesticated animal
P272550,domesticated animal
P275031,domesticated animal
P275032,domesticated animal
P313091,domesticated animal
P332595,domesticated animal
P388054,domesticated animal
P393178,domesticated animal
P414537,domesticated animal
P414540,domesticated animal
P462382,domesticated animal
P235940,domesticated animal
P235941,domesticated animal
P212122,domesticated animal
P212134,domesticated animal
P211480,domesticated animal
P211592,domesticated animal
P211600,domesticated animal
P211674,domesticated animal
P212046,domesticated animal
P211499,domesticated animal
P212082,domesticated animal
P211708,domesticated animal
P212114,domesticated animal
P212123,domesticated animal
P211604,domesticated animal
P211596,domesticated animal
P211817,domesticated animal
P211676,domesticated animal
P211721,domesticated animal
P212048,domesticated animal
P212136,domesticated animal
P212141,domesticated animal
P212125,domesticated animal
P211677,domesticated animal
P212188,domesticated animal
P212113,domesticated animal
P211479,domesticated animal
P212068,domesticated animal
P212067,domesticated animal
P212133,domesticated animal
P211603,domesticated animal
P211503,domesticated animal
P211477,domesticated animal
P212130,domesticated animal
P212119,domesticated animal
P212089,domesticated animal
P211455,domesticated animal
P211608,domesticated animal
P212078,domesticated animal
P211838,domesticated animal
P211920,domesticated animal
P212064,domesticated animal
P212104,domesticated animal
P212094,domesticated animal
P212103,domesticated animal
P212126,domesticated animal
P212110,domesticated animal
P212088,domesticated animal
P212071,domesticated animal
P211598,domesticated animal
P212217,domesticated animal
P212143,domesticated animal
P212080,domesticated animal
P211990,domesticated animal
P211968,domesticated animal
P211980,domesticated animal
P212128,domesticated animal
P211513,domesticated animal
P212162,domesticated animal
P212156,domesticated animal
P212011,domesticated animal
P211590,domesticated animal
P211961,domesticated animal
P212056,domesticated animal
P212159,domesticated animal
P211717,domesticated animal
P212005,domesticated animal
P212072,domesticated animal
P211932,domesticated animal
P212054,domesticated animal
P212151,domesticated animal
P211964,domesticated animal
P212007,domesticated animal
P212013,domesticated animal
P212177,domesticated animal
P211510,domesticated animal
P211652,domesticated animal
P211656,domesticated animal
P212004,domesticated animal
P211607,domesticated animal
P211650,domesticated animal
P212166,domesticated animal
P211944,domesticated animal
P212081,domesticated animal
P212127,domesticated animal
P212097,domesticated animal
P212182,domesticated animal
P211952,domesticated animal
P211654,domesticated animal
P212012,domesticated animal
P211474,domesticated animal
P212047,domesticated animal
P211591,domesticated animal
P211958,domesticated animal
P211719,domesticated animal
P212149,domesticated animal
P212015,domesticated animal
P211939,domesticated animal
P212176,domesticated animal
P211502,domesticated animal
P211706,domesticated animal
P211960,domesticated animal
P211653,domesticated animal
P212158,domesticated animal
P212180,domesticated animal
P211672,domesticated animal
P211687,domesticated animal
P211821,domesticated animal
P211500,domesticated animal
P211955,domesticated animal
P211709,domesticated animal
P211696,domesticated animal
P211571,domesticated animal
P211711,domesticated animal
P211972,domesticated animal
P212178,domesticated animal
P211722,domesticated animal
P211509,domesticated animal
P212199,domesticated animal
P211936,domesticated animal
P211501,domesticated animal
P211705,domesticated animal
P211737,domesticated animal
P212172,domesticated animal
P211969,domesticated animal
P211957,domesticated animal
P211954,domesticated animal
P211883,domesticated animal
P211935,domesticated animal
P211906,domesticated animal
P212152,domesticated animal
P212169,domesticated animal
P212036,domesticated animal
P212171,domesticated animal
P212173,domesticated animal
P211858,domesticated animal
P211981,domesticated animal
P211942,domesticated animal
P212204,domesticated animal
P248618,domesticated animal
P248651,domesticated animal
P248711,domesticated animal
P248718,domesticated animal
P248730,domesticated animal
P248737,domesticated animal
P248745,domesticated animal
P248798,domesticated animal
P248830,domesticated animal
P330393,domesticated animal
P330441,domesticated animal
P330443,domesticated animal
P330487,domesticated animal
P330497,domesticated animal
P330542,domesticated animal
P330548,domesticated animal
P330582,domesticated animal
P330616,domesticated animal
P461500,domesticated animal
P461501,domesticated animal
P461506,domesticated animal
P461534,domesticated animal
P393148,domesticated animal
P235946,domesticated animal
P235947,domesticated animal
P235952,domesticated animal
P235933,domesticated animal
P235909,domesticated animal
P235911,domesticated animal
P235912,domesticated animal
P235915,domesticated animal
P235917,domesticated animal
P235919,domesticated animal
P235921,domesticated animal
P235923,domesticated animal
P235928,domesticated animal
P235929,domesticated animal
P235895,domesticated animal
P235897,domesticated animal
P235900,domesticated animal
P235902,domesticated animal
P235893,domesticated animal
P235971,domesticated animal
P101866,domesticated animal
P417468,domesticated animal
P145412,domesticated animal
P248659,domesticated animal
P248676,domesticated animal
P248683,domesticated animal
